DOMAIN,STATE,ZIPCODE,TIME1,TIME2,VIS1,VIS2,XRN1,XRN2,XRN3,XRN4,XRN5,VAR1,VAR2,VAR3,VAR4,VAR5,TRN_AMT,TOTAL_TRN_AMT,TRN_TYPE
XZXDQOGHY.NET,MV,369,16,16,0,0,0,0,0,0,1,0,0,16.816,20,0,49.95,49.95,LEGIT
VUHZRNB.COM,IO,664,18,18,0,0,0,1,1,0,1,3,0,57.808,22,4,38.85,38.85,LEGIT
QBTE.LYNDEN,VO,602,22,22,0,0,0,1,0,0,1,3,0,-1.848,20,0,11.65,11.65,LEGIT
NEKSXUK.NET,KK,680,19,19,0,0,1,0,0,0,2,1,0,22.768,9,9,12.95,12.95,LEGIT
BRZWCURTY.NET,KR,108,17,17,0,0,1,1,0,0,1,2,1,34.144,10,4,25.9,25.9,LEGIT
VUHZRNB.COM,KR,121,16,16,1,0,0,0,0,0,1,2,0,-76.536,22,2,12.95,12.95,LEGIT
VUHZRNB.COM,SO,693,16,16,0,0,0,0,0,0,1,3,0,0.48,21,2,12.95,12.95,LEGIT
TMA.COM,TO,625,19,19,0,0,0,1,1,0,1,3,1,14.784,22,0,49.95,49.95,LEGIT
WZPVWMP.COM,AAO,687,8,8,0,0,1,0,0,1,3,3,0,2.264,9,9,38.85,38.85,LEGIT
NEKSXUK.NET,LO,398,17,17,0,0,1,0,1,0,1,3,0,45.872,9,9,12.95,12.95,LEGIT
LVRCCBORSJ.EDU,K,683,15,15,0,0,0,0,0,0,1,0,0,34.72,8,0,38.85,38.85,LEGIT
GOAYVVPTMYB.COM,VO,602,10,10,0,0,0,0,0,0,1,0,0,7.624,21,0,38.85,38.85,LEGIT
NEKSXUK.NET,CO,672,20,20,0,0,0,1,1,0,1,2,0,-66.256,19,1,38.85,38.85,LEGIT
BWFGHIJ.NET,KR,107,12,12,0,0,1,1,0,0,2,3,0,-9.304,19,0,38.85,38.85,LEGIT
TMA.COM,KR,112,0,0,0,0,1,1,1,0,2,3,0,-54.528,9,9,12.95,12.95,LEGIT
ZRZSQKEVRC.COM,AK,656,15,15,0,0,1,1,1,0,1,2,0,0.672,8,1,31.08,31.08,FRAUD
TCN.COM,SK,355,15,15,1,0,1,1,0,0,1,3,0,12.176,8,4,10.36,10.36,LEGIT
TAWMATET.NET,PO,614,17,17,0,0,1,1,0,0,1,0,0,18.88,21,0,10.36,10.36,FRAUD
XOSOP.COM,KR,115,17,17,0,0,1,1,1,0,1,2,1,1.744,10,2,12.95,12.95,LEGIT
GFTHSBGKQIAFDEHAWV.COM,PO,614,13,13,0,0,1,0,1,0,1,3,1,12.248,28,0,49.95,49.95,LEGIT
LRJXBYMTNEN.ORG,LM,128,11,11,0,0,0,0,0,0,1,3,1,-30.976,9,0,38.85,38.85,LEGIT
TMA.COM,RONO,362,8,8,0,0,1,1,0,0,1,3,1,35.056,6,3,31.08,31.08,LEGIT
ZAE.CA.GOV,KR,121,12,12,0,0,0,0,1,0,2,3,1,-17.568,10,0,38.85,38.85,LEGIT
VUHZRNB.COM,IO,664,1,1,0,0,0,0,0,0,1,3,0,8.016,20,0,20.72,20.72,LEGIT
ABVN.COM,PO,614,16,16,0,0,0,0,0,0,1,3,0,37.16,23,0,38.85,38.85,LEGIT
TMA.COM,",O",634,18,18,0,0,0,1,0,0,1,2,1,-7.848,15,2,49.95,49.95,LEGIT
XOSOP.COM,KR,120,12,12,0,0,1,0,0,0,1,3,0,30.76,6,2,25.9,25.9,LEGIT
VUHZRNB.COM,KR,104,21,21,1,0,1,0,0,0,1,3,1,45.2,9,9,12.95,12.95,LEGIT
VUHZRNB.COM,ROK,655,9,9,0,0,0,1,0,0,1,2,0,26.984,24,0,12.95,12.95,LEGIT
TMA.COM,EAO,648,18,18,0,0,1,1,0,0,1,3,1,49.56,10,2,49.95,49.95,LEGIT
TMA.COM,ROT,420,21,21,0,0,0,1,1,0,2,2,0,-22.0,9,1,38.85,38.85,LEGIT
NEKSXUK.NET,PO,614,22,22,0,0,1,0,0,0,1,3,0,12.008,9,9,12.95,12.95,LEGIT
GNLBWDYIU.NET,YO,150,19,19,0,0,1,0,0,0,1,3,0,-29.496,20,0,12.95,12.95,LEGIT
TMA.COM,VO,601,18,18,0,0,1,1,0,0,1,2,1,-35.752,6,0,12.95,12.95,LEGIT
TMA.COM,MO,685,12,12,0,0,0,0,0,0,1,0,0,1.088,8,2,10.36,10.36,LEGIT
VUHZRNB.COM,MO,685,13,13,0,0,0,1,1,0,1,4,0,37.8,11,0,12.95,12.95,LEGIT
NTQ.NET,MV,369,8,8,0,0,1,1,1,0,2,3,0,-78.944,6,1,12.95,12.95,LEGIT
BRZWCURTY.NET,CO,672,14,14,0,0,1,0,1,0,1,3,1,-5.968,9,9,12.95,12.95,LEGIT
VUHZRNB.COM,MO,685,20,20,0,0,1,0,0,0,1,0,0,14.68,9,1,38.85,38.85,LEGIT
GJBSVUI.COM,SK,355,0,0,1,0,0,0,0,0,1,3,1,33.488,18,0,12.95,12.95,LEGIT
XJV.COM,NAO,166,14,14,0,0,0,1,1,0,1,3,1,44.536,19,0,12.95,12.95,LEGIT
TMA.COM,IO,664,19,19,0,0,0,1,1,0,1,2,0,-28.424,16,0,49.95,49.95,LEGIT
XOSOP.COM,LM,127,10,10,0,0,1,0,0,0,1,2,0,39.536,15,0,25.9,25.9,LEGIT
PHEZEIHTTNT.NET,ROK,655,11,11,0,0,1,0,1,0,1,3,0,10.424,27,0,10.36,10.36,LEGIT
TMA.COM,MV,369,22,22,0,1,0,0,0,0,2,2,1,-53.176,10,1,12.95,12.95,LEGIT
ODEKDTBVPR.EDU,NAO,166,23,23,0,0,0,0,0,0,1,3,1,53.064,19,1,12.95,12.95,LEGIT
TMA.COM,ROK,655,22,22,0,0,0,1,0,0,1,3,1,46.128,23,0,12.95,12.95,LEGIT
VUHZRNB.COM,KR,107,14,14,1,0,0,1,0,0,1,3,0,33.52,20,0,49.95,49.95,LEGIT
SZUBGBIXTJ.COM,KR,118,9,9,0,0,1,1,1,0,1,0,0,-31.568,7,2,12.95,12.95,LEGIT
OYRMTTYJCFJJSLVEOUQ.NET,SR,677,20,20,0,0,0,0,0,0,1,3,1,-50.064,28,0,12.95,12.95,LEGIT
TJDOMI.COM,KR,105,11,11,0,0,1,1,0,0,1,3,1,-8.208,8,0,38.85,38.85,LEGIT
XOSOP.COM,AO,675,12,12,0,0,1,1,0,0,1,3,0,34.2,16,0,12.95,12.95,LEGIT
XOSOP.COM,KR,122,10,10,0,0,0,1,0,0,1,3,1,28.552,8,0,38.85,38.85,LEGIT
KQFSNVAHLL.COM,VO,600,16,16,0,0,0,0,1,0,2,3,1,50.544,23,1,38.85,38.85,LEGIT
HPQF.COM,MO,685,7,7,0,0,0,1,1,0,1,3,0,21.992,17,0,38.85,38.85,LEGIT
TMA.COM,KR,114,16,16,0,0,0,1,1,0,1,0,0,54.896,18,3,38.85,38.85,LEGIT
NEKSXUK.NET,KR,114,14,14,0,0,0,0,0,0,2,3,1,-60.888,11,0,12.95,12.95,LEGIT
VUHZRNB.COM,MO,685,17,17,0,0,1,1,1,0,1,3,0,-10.776,7,1,12.95,12.95,LEGIT
NEKSXUK.NET,ROT,420,10,10,0,0,1,1,0,0,1,3,0,16.632,8,4,31.08,31.08,LEGIT
NEKSXUK.NET,KR,116,11,11,0,0,1,1,1,0,2,3,0,-0.12,20,0,12.95,12.95,LEGIT
WAJCTHFVP.NET,MO,685,10,10,0,0,0,1,0,0,2,3,0,17.856,20,0,38.85,38.85,LEGIT
IQ.RR.COM,NNO,603,22,22,0,0,1,1,0,0,1,3,0,42.352,14,2,12.95,12.95,LEGIT
PIZHRYIJOP.COM,NAO,166,10,10,0,0,1,0,0,1,2,3,0,31.744,8,0,10.36,10.36,LEGIT
XOSOP.COM,KR,108,23,23,0,0,1,1,1,0,1,3,0,36.864,8,0,12.95,12.95,LEGIT
TMA.COM,BO,308,11,11,0,0,0,0,0,0,1,0,0,45.712,17,0,10.36,10.36,LEGIT
XOSOP.COM,ROK,655,9,9,0,0,1,0,0,0,1,3,1,17.936,16,0,10.36,10.36,LEGIT
VUHZRNB.COM,KR,118,9,9,1,0,0,0,0,0,1,3,0,25.696,8,4,49.95,49.95,LEGIT
TCN.COM,AO,675,15,15,0,0,1,0,0,0,1,3,1,51.704,12,0,38.85,38.85,LEGIT
WAJCTHFVP.NET,PO,614,17,17,0,0,1,0,0,0,1,2,1,3.816,8,2,12.95,12.95,LEGIT
XOSOP.COM,KR,106,18,18,0,0,0,1,1,0,1,0,1,18.928,18,0,12.95,12.95,LEGIT
NEKSXUK.NET,MO,685,8,8,0,0,1,0,0,0,1,1,0,-46.232,12,0,38.85,38.85,LEGIT
QJGLFMVB.EDU,ROT,420,15,15,0,0,0,1,1,0,1,2,1,21.832,25,0,49.95,49.95,LEGIT
EAYROLLTBU.COM,PO,614,11,11,0,0,1,0,0,0,1,2,0,-43.496,8,0,31.08,31.08,LEGIT
VKJYHJBJG.COM,UO,432,16,16,0,0,0,0,0,0,1,3,1,-23.432,20,0,38.85,38.85,LEGIT
VUHZRNB.COM,ROK,655,21,21,0,1,1,0,0,0,1,2,0,-32.632,14,0,38.85,38.85,LEGIT
XOSOP.COM,MO,685,9,9,0,0,0,1,1,0,1,0,1,-31.544,12,0,38.85,38.85,LEGIT
RAIEXUAMEYGHEML.NET,KR,123,15,15,0,0,1,1,1,0,1,0,0,2.576,6,6,25.9,25.9,LEGIT
OBJFCLXL.COM,ROM,430,15,15,0,0,1,0,0,0,1,3,1,12.512,8,1,10.36,10.36,LEGIT
XOSOP.COM,BR,670,8,8,0,0,1,1,0,0,1,2,0,10.528,8,2,25.9,25.9,LEGIT
VCWGQDR.NET,KR,106,15,15,0,0,0,1,1,0,2,2,1,-14.92,9,0,12.95,12.95,LEGIT
TMA.COM,KR,123,7,7,0,0,0,1,1,0,1,0,1,-17.928,12,0,38.85,38.85,LEGIT
VUHZRNB.COM,VO,602,12,12,0,0,1,1,1,0,1,3,1,46.176,27,0,38.85,38.85,LEGIT
AA.ORG,KO,650,13,13,0,0,0,0,0,0,1,3,1,-26.424,19,0,12.95,12.95,LEGIT
BRZWCURTY.NET,NNO,607,10,10,0,0,0,0,0,0,1,4,1,26.216,7,0,38.85,38.85,LEGIT
YNMKWJ.ORG,KAO,688,10,10,0,0,1,0,0,0,1,3,1,13.632,19,0,10.36,10.36,LEGIT
OGM.CHULA-VISTA,KR,123,4,4,0,0,0,0,0,0,2,2,0,35.976,7,0,38.85,38.85,LEGIT
NEKSXUK.NET,LO,398,17,17,0,0,1,0,0,0,2,3,1,-0.016,9,0,38.85,38.85,LEGIT
VUHZRNB.COM,KR,125,14,14,1,0,1,1,1,0,1,2,1,46.68,19,0,10.36,10.36,LEGIT
VUHZRNB.COM,SK,355,16,16,0,0,1,0,0,0,1,0,1,15.648,9,0,12.95,12.95,LEGIT
YVUNAX.NET,VO,602,6,6,0,0,1,1,0,0,1,2,0,-2.104,6,0,12.95,12.95,LEGIT
VUHZRNB.COM,TR,667,14,14,0,0,1,1,1,0,2,2,0,4.272,18,0,12.95,12.95,LEGIT
XOSOP.COM,LM,127,12,12,0,0,1,1,1,0,2,3,1,14.672,8,1,11.01,11.01,LEGIT
XOSOP.COM,VO,602,8,8,0,0,0,0,0,0,1,3,0,29.736,16,0,38.85,38.85,LEGIT
CQP.RR.COM,MO,685,19,19,0,0,1,0,0,0,2,2,0,14.08,14,0,12.95,12.95,LEGIT
TMA.COM,PO,614,14,14,0,0,1,1,1,0,1,3,0,20.6,9,0,25.9,25.9,LEGIT
VTZOOOAK.ORG,PO,614,9,9,0,0,0,1,1,0,1,2,1,-18.624,24,2,38.85,38.85,LEGIT
XOSOP.COM,MV,369,17,17,0,0,1,0,0,0,3,3,0,49.216,9,0,38.85,38.85,LEGIT
AWRCWB.NET,PO,614,16,16,0,0,1,0,0,1,3,2,1,-24.224,9,9,31.08,31.08,LEGIT
TMA.COM,KR,105,9,9,1,0,1,0,0,0,1,3,0,20.592,6,0,12.95,12.95,LEGIT
TMA.COM,SO,693,8,8,1,0,1,1,0,0,1,3,1,29.88,9,4,12.95,12.95,LEGIT
HCAMMWU.COM,BO,308,7,7,0,0,1,0,0,0,1,2,0,24.536,8,0,10.36,10.36,LEGIT
BRZWCURTY.NET,KR,117,20,20,1,0,0,1,0,0,1,3,0,40.296,22,0,12.95,12.95,LEGIT
VNKRVDIOCIM.COM,PO,614,13,13,0,0,1,0,0,0,1,3,1,31.64,8,0,12.95,12.95,LEGIT
VUHZRNB.COM,",O",634,20,20,0,0,1,1,1,0,1,3,0,-7.816,6,1,10.36,10.36,LEGIT
HQMLYHXIA.COM,ROT,420,7,7,0,0,1,1,1,0,1,4,0,2.432,9,9,12.95,12.95,LEGIT
BRZWCURTY.NET,SK,355,22,22,0,0,1,0,0,0,2,2,0,-68.008,6,0,38.85,38.85,LEGIT
BWT.NET,AO,675,17,17,0,0,1,1,1,0,2,3,0,1.256,9,9,38.85,38.85,LEGIT
JRVGAOVP.EDU,OO,644,14,14,0,0,0,0,0,0,1,2,0,29.8,20,4,10.36,10.36,LEGIT
XOSOP.COM,CO,672,12,12,1,0,0,0,0,0,1,2,1,-12.064,13,4,10.36,10.36,LEGIT
TBHIAE.COM,CO,672,21,21,0,0,1,0,0,0,1,3,1,3.552,27,0,12.95,12.95,LEGIT
TCN.COM,MO,685,13,13,0,0,1,0,1,0,1,3,0,-57.192,9,9,10.36,10.36,LEGIT
TMA.COM,PO,614,9,9,0,0,1,0,0,0,1,3,0,30.712,9,9,38.85,38.85,LEGIT
PGSEQQPW.NET,KR,116,18,18,0,0,0,1,0,0,2,3,1,-10.488,23,0,12.95,12.95,LEGIT
HPQF.COM,PO,614,20,20,0,0,0,0,0,0,1,1,0,-27.816,17,1,38.85,38.85,LEGIT
XOSOP.COM,CO,672,17,17,0,0,0,0,0,0,8,2,1,-2.136,10,4,10.36,10.36,LEGIT
EDBPJFSLL.COM,AK,656,8,8,0,0,0,1,0,0,1,0,0,-8.912,21,0,38.85,38.85,LEGIT
BRZWCURTY.NET,CO,672,18,18,0,0,0,1,1,0,1,3,0,17.48,24,0,38.85,38.85,LEGIT
VUHZRNB.COM,KR,108,17,17,0,0,0,1,0,0,1,3,0,43.232,20,0,12.95,12.95,LEGIT
XOSOP.COM,KR,114,11,11,0,0,1,0,1,0,3,2,0,17.864,17,4,59.4,59.4,LEGIT
DQZAOOOO.COM,ROI,386,6,6,0,0,1,1,0,0,1,3,0,19.52,19,0,12.95,12.95,LEGIT
XOSOP.COM,KR,107,11,11,0,0,0,0,0,0,1,2,1,34.424,6,0,38.85,38.85,LEGIT
XZXDQOGHY.NET,SK,356,15,15,0,0,0,1,1,0,1,3,1,-3.608,26,0,38.85,38.85,LEGIT
UDKHEZKKRI.COM,KR,101,15,15,0,0,0,1,0,0,1,3,1,20.232,18,0,38.85,38.85,LEGIT
BRZWCURTY.NET,KR,125,14,14,0,0,1,0,0,0,3,3,1,-46.224,11,0,12.95,12.95,LEGIT
SGSGCUL.NET,IO,664,16,16,0,0,1,0,0,0,1,3,1,10.296,8,4,38.85,38.85,LEGIT
HPQF.COM,MO,685,0,0,0,0,0,0,0,0,1,3,0,-1.552,15,1,38.85,38.85,LEGIT
QXDBZN.COM,MO,685,15,15,0,0,1,1,0,0,1,3,0,-2.208,9,9,38.85,38.85,LEGIT
XOSOP.COM,KR,108,13,13,0,0,0,1,1,0,1,1,0,17.432,17,1,38.85,38.85,LEGIT
FNVCADTCWFSNA.COM,VO,600,8,8,0,0,1,0,0,0,2,2,1,30.472,8,0,38.85,38.85,LEGIT
KUMGSUZYR.COM,PO,614,11,11,0,0,1,0,0,0,1,3,1,8.856,6,1,38.85,38.85,LEGIT
TMA.COM,IO,664,21,21,0,0,0,1,1,0,1,2,1,-35.712,8,0,12.95,12.95,LEGIT
XVSYFAV.COM,MO,685,10,10,0,1,1,1,1,0,1,3,1,-34.392,10,0,22.02,22.02,LEGIT
BRZWCURTY.NET,KR,123,21,21,1,0,1,0,0,0,1,3,0,13.328,6,0,38.85,38.85,LEGIT
TMA.COM,KR,116,11,11,0,0,1,1,0,0,1,2,0,-40.224,6,0,49.95,49.95,LEGIT
TMA.COM,KR,110,12,12,0,0,1,0,0,0,2,3,0,38.76,9,2,38.85,38.85,LEGIT
TMA.COM,ROK,655,19,20,0,0,0,0,0,0,1,2,1,38.384,12,0,38.85,38.85,LEGIT
TMA.COM,CR,428,15,15,0,0,1,0,1,0,1,0,0,-27.64,9,9,38.85,38.85,LEGIT
XOSOP.COM,SP,198,18,18,0,0,0,1,1,0,1,3,0,30.456,23,0,10.36,10.36,LEGIT
TMA.COM,SO,693,16,16,0,0,0,0,0,0,1,4,0,-53.104,14,0,0.0,0.0,LEGIT
NEKSXUK.NET,PO,614,13,13,0,0,0,1,0,0,1,3,0,1.024,20,0,38.85,38.85,LEGIT
TMA.COM,NAO,166,9,9,0,0,0,1,1,0,2,3,1,-24.512,18,3,38.85,38.85,LEGIT
NVRYGFIBJ.COM,ROK,655,18,18,0,0,1,0,1,0,1,0,1,-14.64,20,0,20.72,20.72,LEGIT
TMA.COM,NAO,166,16,16,0,0,0,1,1,0,1,3,0,11.848,16,0,38.85,38.85,LEGIT
TMA.COM,MO,685,16,16,0,0,0,0,1,0,1,3,0,46.76,15,0,12.95,12.95,LEGIT
KHNZUJVEJODK.COM,SK,355,19,19,0,0,1,1,0,0,1,3,0,35.184,7,4,12.95,12.95,LEGIT
RCPJLUJELZQLPFBP.COM,NAO,166,8,8,0,0,0,0,1,0,3,3,1,-15.0,7,0,12.95,12.95,LEGIT
XOSOP.COM,SO,693,19,19,0,0,1,1,1,1,1,3,0,3.552,11,0,12.95,12.95,LEGIT
VUHZRNB.COM,ROK,655,2,2,0,0,0,1,1,0,1,2,0,24.536,18,1,10.36,10.36,LEGIT
NEKSXUK.NET,PO,614,10,10,0,0,0,1,0,0,1,0,1,-24.032,15,0,12.95,12.95,LEGIT
TMA.COM,MV,369,3,3,0,0,0,1,1,0,1,3,1,21.864,15,0,38.85,38.85,LEGIT
XOSOP.COM,AO,675,14,14,0,0,0,0,0,0,1,2,0,-3.576,17,0,12.95,12.95,LEGIT
AXGTWFGUDIQTV.COM,TO,625,8,8,0,0,1,1,0,0,1,3,1,41.528,9,4,12.95,12.95,LEGIT
VUHZRNB.COM,VO,602,23,23,1,0,0,1,1,0,1,0,1,27.736,21,0,38.85,38.85,LEGIT
VUHZRNB.COM,MO,685,17,17,0,0,1,0,0,0,1,0,0,32.784,10,0,20.72,20.72,LEGIT
XOSOP.COM,VO,601,22,22,1,0,0,1,0,0,1,2,0,27.256,21,0,38.85,38.85,LEGIT
XOSOP.COM,KR,113,19,19,0,0,1,0,0,0,1,3,1,1.112,10,0,12.95,12.95,LEGIT
NEKSXUK.NET,RO,390,7,7,1,0,0,1,0,0,2,3,0,-1.968,19,0,38.85,38.85,LEGIT
BJQSRBGT.COM,KR,125,18,18,1,0,0,1,1,0,2,3,0,24.264,6,1,12.95,12.95,LEGIT
NEGQATHLS.COM,MV,369,10,10,0,0,0,0,0,0,1,2,1,9.04,12,0,49.95,49.95,LEGIT
SUD.MIL,CO,672,9,9,0,0,1,0,0,0,1,3,1,24.184,26,0,59.4,59.4,LEGIT
XZXDQOGHY.NET,MO,685,12,12,0,0,1,1,0,0,3,3,1,21.2,10,0,11.65,11.65,LEGIT
XOSOP.COM,YAO,629,11,11,0,0,1,0,0,0,1,3,1,-28.696,9,9,38.85,38.85,LEGIT
XOSOP.COM,KO,650,10,10,0,1,1,0,0,0,3,3,1,0.208,9,3,12.95,12.95,LEGIT
VUHZRNB.COM,KR,121,22,22,0,0,1,0,1,0,1,0,1,36.2,11,0,31.08,31.08,LEGIT
SJNM.COM,KR,107,12,12,0,0,1,0,0,0,1,0,1,33.52,9,0,38.85,38.85,LEGIT
TMA.COM,MO,685,11,11,0,0,1,1,1,0,1,2,1,6.68,9,9,49.95,49.95,LEGIT
AZYTUB.COM,SK,355,20,20,0,0,0,0,0,0,1,2,0,18.448,16,0,12.95,12.95,LEGIT
XOSOP.COM,UO,432,7,7,0,0,0,1,1,0,1,3,0,-45.32,17,1,38.85,38.85,LEGIT
BWT.NET,NAO,166,13,13,0,0,0,0,0,0,1,0,1,-25.192,18,0,38.85,38.85,LEGIT
XOSOP.COM,LO,398,6,6,0,0,0,0,0,0,1,3,0,16.48,21,0,38.85,38.85,LEGIT
XOSOP.COM,OO,644,4,4,0,0,0,1,1,0,1,3,0,-22.376,25,4,12.95,12.95,LEGIT
VUHZRNB.COM,VO,601,17,17,0,0,1,1,0,0,1,2,1,54.688,22,0,12.95,12.95,LEGIT
TMA.COM,LO,398,10,10,0,1,0,0,0,0,2,4,1,2.504,24,1,0.0,0.0,LEGIT
TMA.COM,SK,356,14,14,0,0,1,0,0,0,1,3,0,-46.312,7,4,10.36,10.36,LEGIT
EAYROLLTBU.COM,KR,118,13,13,0,0,0,0,0,0,1,3,1,7.864,24,0,12.95,12.95,LEGIT
GTMHAVIM.ORG,KR,115,12,12,1,0,1,0,0,0,1,2,1,38.432,12,0,38.85,38.85,LEGIT
NRVSCPZAKWEG.COM,KAO,688,18,18,1,0,1,1,1,0,3,3,1,30.256,8,1,49.95,49.95,LEGIT
XOSOP.COM,CO,672,14,14,0,0,0,0,0,0,1,3,1,6.24,21,1,38.85,38.85,LEGIT
BRZWCURTY.NET,KR,105,10,10,0,0,1,0,0,0,1,2,0,23.592,8,1,12.95,12.95,LEGIT
PEMCONXX.COM,AO,675,20,20,0,0,0,0,0,0,1,0,1,-5.672,18,1,36.26,36.26,LEGIT
VUHZRNB.COM,KR,125,21,21,0,0,1,1,1,0,1,0,0,-57.288,6,0,20.72,20.72,LEGIT
VUHZRNB.COM,KR,121,14,14,0,0,1,0,0,0,1,3,1,22.304,22,0,25.9,25.9,LEGIT
TMA.COM,KR,119,13,13,0,0,1,1,1,0,1,3,0,13.912,7,0,38.85,38.85,LEGIT
TMA.COM,UO,432,22,22,0,0,1,1,1,0,2,3,1,14.336,6,1,38.85,38.85,LEGIT
TMA.COM,LM,127,9,9,0,0,1,1,0,0,2,3,0,-2.272,10,0,25.9,25.9,LEGIT
TCN.COM,IO,664,0,0,0,0,1,1,0,0,1,0,0,19.36,7,0,12.95,12.95,LEGIT
TMA.COM,RONO,362,17,17,0,0,0,1,1,0,1,2,0,-40.512,18,0,49.95,49.95,LEGIT
TMA.COM,MO,685,17,17,0,0,0,1,0,0,1,3,1,3.128,18,0,44.85,44.85,LEGIT
XDJYCO.COM,KR,107,10,10,1,0,1,0,0,0,1,0,0,1.0,23,0,12.95,12.95,LEGIT
MOK.RR.COM,KR,115,15,15,0,0,1,1,0,0,1,3,0,30.984,9,9,25.9,25.9,LEGIT
TCN.COM,ROA,385,6,6,0,0,1,1,1,0,1,3,0,-18.672,18,2,25.9,25.9,LEGIT
NZDRSRHRZFMPVHC.COM,RONO,362,10,10,0,0,0,1,1,0,1,3,1,-24.496,23,0,38.85,38.85,LEGIT
TMA.COM,LM,127,13,13,1,0,0,0,0,0,1,2,0,13.928,9,2,10.36,10.36,LEGIT
BRZWCURTY.NET,VO,602,23,23,1,0,1,1,0,0,1,3,0,19.04,22,0,12.95,12.95,LEGIT
TMA.COM,CO,672,4,4,0,0,1,0,0,0,1,3,1,16.48,9,9,12.95,12.95,LEGIT
FGBALGW.EDU,KR,125,10,10,0,0,1,1,1,0,1,3,0,42.392,6,0,12.95,12.95,LEGIT
XOSOP.COM,KR,118,21,22,0,0,0,1,0,0,1,2,0,-4.144,17,1,38.85,38.85,LEGIT
XOSOP.COM,AR,649,4,4,0,0,0,0,0,0,2,2,1,-21.856,22,0,11.65,11.65,LEGIT
TMA.COM,TO,625,6,6,0,0,1,0,0,0,2,4,1,31.576,9,0,12.95,12.95,LEGIT
TMA.COM,LO,398,9,9,0,0,1,0,0,0,4,0,1,-29.576,10,4,49.95,49.95,LEGIT
VCWGQDR.NET,LO,398,20,20,0,0,1,0,0,0,2,3,1,21.072,9,0,12.95,12.95,LEGIT
BWT.NET,KR,118,10,10,0,0,1,0,0,1,2,3,1,9.464,6,0,38.85,38.85,LEGIT
VCWGQDR.NET,KO,650,13,13,0,0,1,0,0,1,2,4,1,7.688,8,0,12.95,12.95,LEGIT
KSGGVFVURY.EDU,ROK,655,10,10,1,0,1,1,1,0,1,2,0,5.632,6,0,12.95,12.95,LEGIT
XOSOP.COM,CO,672,14,14,0,0,0,0,0,0,2,1,1,40.016,25,0,12.95,12.95,LEGIT
YPPBAFNJP.COM,EAO,648,23,23,0,0,0,0,0,0,1,0,1,36.256,8,0,49.95,49.95,LEGIT
VUHZRNB.COM,NO,630,12,12,0,0,0,1,1,0,1,0,0,-10.184,21,0,38.85,38.85,LEGIT
XOSOP.COM,KR,112,12,12,0,0,1,0,0,0,1,2,1,-4.528,10,4,12.95,12.95,LEGIT
XMOVEZZNCHPI.ORG,ROT,420,12,12,0,0,1,1,1,0,1,3,0,8.088,6,0,38.85,38.85,LEGIT
PTUHM.EDU,ROK,655,9,9,0,0,1,1,0,0,1,3,1,19.288,11,0,38.85,38.85,LEGIT
TMA.COM,VO,600,9,9,0,0,1,1,1,0,1,3,1,-45.776,11,2,38.85,38.85,LEGIT
TMA.COM,KR,102,15,11,0,0,1,0,0,0,1,0,0,3.928,8,0,12.95,12.95,LEGIT
XOSOP.COM,ROI,386,16,16,0,0,0,1,0,0,1,3,1,13.952,19,0,38.85,38.85,LEGIT
NEKSXUK.NET,KR,103,18,18,0,0,0,1,0,0,1,3,1,-26.72,7,3,12.95,12.95,LEGIT
TXHMXWMCQ.NET,ROK,655,7,7,0,0,0,1,1,0,1,2,1,10.952,28,0,12.95,12.95,LEGIT
XOSOP.COM,KR,106,17,17,0,0,1,0,0,0,2,2,1,-4.256,12,4,12.95,12.95,LEGIT
MOGXCQFTP.NET,AAO,687,14,14,0,1,0,0,0,0,1,3,1,-12.16,17,0,38.85,38.85,LEGIT
BB.COM,KR,105,20,20,1,0,0,0,0,0,1,3,1,-13.616,7,4,44.85,44.85,LEGIT
RIUBIUW.COM,PO,614,6,6,0,0,1,0,0,0,2,2,0,22.288,8,1,38.85,38.85,LEGIT
TMA.COM,BO,308,14,14,0,0,1,0,0,0,2,4,1,18.824,7,0,12.95,12.95,LEGIT
TMA.COM,SP,195,12,12,0,0,1,1,0,0,2,3,1,-45.896,9,9,12.95,12.95,LEGIT
TNPDDNZNAKNBZ.COM,ROB,452,18,18,0,0,1,0,0,0,1,2,0,39.944,7,0,10.36,10.36,LEGIT
TMA.COM,NAO,166,14,14,0,0,0,0,0,0,1,2,1,-4.04,13,1,11.65,11.65,LEGIT
VUHZRNB.COM,",O",634,14,14,0,0,1,0,1,0,2,3,1,25.496,6,3,12.95,12.95,LEGIT
XOSOP.COM,KR,105,23,23,0,0,1,1,1,0,2,0,0,-0.376,7,2,25.9,25.9,LEGIT
TMA.COM,MV,369,19,19,0,0,0,1,0,0,1,3,1,-43.376,6,2,49.95,49.95,LEGIT
TMA.COM,KR,118,9,9,0,0,0,1,1,0,1,3,0,15.128,17,3,49.95,49.95,LEGIT
XOSOP.COM,SO,693,21,21,0,0,1,0,1,0,2,3,1,35.832,12,0,31.08,31.08,LEGIT
TMA.COM,CO,672,18,18,0,0,0,1,0,0,2,4,1,0.92,9,0,12.95,12.95,LEGIT
VUHZRNB.COM,SK,355,13,13,0,0,1,1,1,0,1,3,0,-40.216,25,2,10.36,10.36,LEGIT
MCCAO.GOV,KR,121,10,10,0,0,1,0,0,0,1,2,1,32.528,10,0,38.85,38.85,LEGIT
